Transaction_ID,Date,Region,Drug_Name,Hospital_Name,Units_Ordered,Price_Per_Unit,Total_Revenue
TXN103603,2026-02-14,South,OncoShield 10mg,Max Super Speciality 3,88,450,39600
TXN107928,2026-02-14,North,OncoShield 10mg,Apollo Medical Center 5,110,450,49500
TXN100770,2026-02-14,East,GlycaCure 50mg,Fortis Healthcare 4,53,120,6360
TXN108859,2026-02-14,East,GlycaCure 50mg,Max Super Speciality 2,37,120,4440
TXN106108,2026-02-14,North,GlycaCure 50mg,Apollo Medical Center 5,113,250,28250
TXN107257,2026-02-14,South,GlycaCure 50mg,Max Super Speciality 4,48,120,5760
TXN107716,2026-02-14,South,OncoShield 10mg,Max Super Speciality 5,85,450,38250
TXN102982,2026-02-14,North,GlycaCure 50mg,Apollo Medical Center 3,61,250,15250
TXN100239,2026-02-14,East,GlycaCure 50mg,Apollo Medical Center 4,41,250,10250
TXN100679,2026-02-14,West,GlycaCure 50mg,Apollo Medical Center 2,144,120,17280
TXN108065,2026-02-14,West,GlycaCure 50mg,Fortis Healthcare 5,31,250,7750
TXN108033,2026-02-14,East,OncoShield 10mg,Fortis Healthcare 3,81,450,36450
TXN100179,2026-02-14,Central,GlycaCure 50mg,Apollo Medical Center 1,137,120,16440
TXN101559,2026-02-14,North,OncoShield 10mg,Fortis Healthcare 5,10,450,4500
TXN103326,2026-02-14,South,GlycaCure 50mg,Apollo Medical Center 5,47,250,11750
TXN106344,2026-02-14,North,GlycaCure 50mg,Max Super Speciality 4,72,250,18000
TXN108623,2026-02-14,South,OncoShield 10mg,Max Super Speciality 5,25,450,11250
TXN102791,2026-02-14,West,OncoShield 10mg,Apollo Medical Center 2,54,450,24300
TXN107768,2026-02-14,Central,GlycaCure 50mg,Max Super Speciality 1,116,250,29000
TXN105468,2026-02-14,West,OncoShield 10mg,Max Super Speciality 1,32,450,14400
TXN101000,2026-02-14,Central,OncoShield 10mg,Fortis Healthcare 1,130,450,58500
TXN109413,2026-02-14,West,OncoShield 10mg,Apollo Medical Center 3,83,450,37350
TXN100746,2026-02-14,West,GlycaCure 50mg,Fortis Healthcare 5,61,120,7320
TXN102775,2026-02-15,West,OncoShield 10mg,Apollo Medical Center 4,41,450,18450
TXN103205,2026-02-15,North,OncoShield 10mg,Fortis Healthcare 2,92,450,41400
TXN109295,2026-02-15,Central,OncoShield 10mg,Fortis Healthcare 3,41,450,18450
TXN102450,2026-02-15,Central,OncoShield 10mg,Max Super Speciality 3,12,450,5400
TXN102814,2026-02-15,Central,GlycaCure 50mg,Apollo Medical Center 3,83,250,20750
TXN106052,2026-02-15,South,OncoShield 10mg,Apollo Medical Center 1,112,450,50400
TXN102449,2026-02-15,West,OncoShield 10mg,Fortis Healthcare 5,118,450,53100
TXN103406,2026-02-15,South,GlycaCure 50mg,Max Super Speciality 5,77,250,19250
TXN108720,2026-02-15,North,OncoShield 10mg,Apollo Medical Center 1,18,450,8100
TXN103965,2026-02-15,North,GlycaCure 50mg,Apollo Medical Center 5,146,120,17520
TXN106413,2026-02-15,Central,OncoShield 10mg,Max Super Speciality 2,32,450,14400
TXN103663,2026-02-15,East,GlycaCure 50mg,Max Super Speciality 2,54,250,13500
TXN104899,2026-02-15,South,GlycaCure 50mg,Apollo Medical Center 4,23,250,5750
TXN102994,2026-02-15,North,OncoShield 10mg,Fortis Healthcare 2,122,450,54900
TXN101545,2026-02-15,Central,GlycaCure 50mg,Fortis Healthcare 1,91,120,10920
TXN100759,2026-02-15,East,GlycaCure 50mg,Max Super Speciality 4,148,250,37000
TXN104477,2026-02-15,West,OncoShield 10mg,Apollo Medical Center 5,57,450,25650
TXN106669,2026-02-15,South,GlycaCure 50mg,Max Super Speciality 3,36,120,4320
TXN100066,2026-02-15,North,GlycaCure 50mg,Fortis Healthcare 5,18,250,4500
TXN108176,2026-02-15,Central,OncoShield 10mg,Fortis Healthcare 1,96,450,43200
TXN106029,2026-02-15,East,OncoShield 10mg,Apollo Medical Center 4,141,450,63450
TXN103598,2026-02-15,West,OncoShield 10mg,Max Super Speciality 5,15,450,6750
TXN107868,2026-02-15,South,OncoShield 10mg,Apollo Medical Center 1,112,450,50400
TXN103009,2026-02-15,East,GlycaCure 50mg,Fortis Healthcare 4,73,250,18250
TXN105908,2026-02-15,West,GlycaCure 50mg,Max Super Speciality 3,100,120,12000
TXN102721,2026-02-15,West,OncoShield 10mg,Max Super Speciality 4,63,450,28350
TXN103525,2026-02-15,North,OncoShield 10mg,Fortis Healthcare 5,56,450,25200
TXN105720,2026-02-15,South,GlycaCure 50mg,Max Super Speciality 3,57,120,6840
TXN105972,2026-02-15,South,GlycaCure 50mg,Max Super Speciality 3,125,120,15000
TXN107381,2026-02-15,Central,GlycaCure 50mg,Fortis Healthcare 1,136,250,34000
TXN102562,2026-02-16,Central,GlycaCure 50mg,Fortis Healthcare 1,66,120,7920
TXN101600,2026-02-16,Central,OncoShield 10mg,Fortis Healthcare 4,91,450,40950
TXN108505,2026-02-16,West,OncoShield 10mg,Fortis Healthcare 4,136,450,61200
TXN108790,2026-02-16,Central,GlycaCure 50mg,Fortis Healthcare 4,124,250,31000
TXN104543,2026-02-16,Central,GlycaCure 50mg,Max Super Speciality 4,22,120,2640
TXN108512,2026-02-16,South,OncoShield 10mg,Fortis Healthcare 1,125,450,56250
TXN102561,2026-02-16,East,GlycaCure 50mg,Max Super Speciality 1,120,250,30000
TXN102810,2026-02-16,Central,OncoShield 10mg,Max Super Speciality 5,119,450,53550
TXN101297,2026-02-16,Central,OncoShield 10mg,Apollo Medical Center 1,45,450,20250
TXN101562,2026-02-16,East,GlycaCure 50mg,Max Super Speciality 2,11,120,1320
TXN100106,2026-02-16,South,GlycaCure 50mg,Apollo Medical Center 2,68,250,17000
TXN105840,2026-02-16,Central,OncoShield 10mg,Apollo Medical Center 2,100,450,45000
TXN108291,2026-02-16,South,GlycaCure 50mg,Fortis Healthcare 4,127,250,31750
TXN101004,2026-02-16,North,OncoShield 10mg,Max Super Speciality 4,118,450,53100
TXN106405,2026-02-16,North,OncoShield 10mg,Fortis Healthcare 1,32,450,14400
TXN107359,2026-02-16,West,GlycaCure 50mg,Fortis Healthcare 4,99,120,11880
TXN101967,2026-02-16,West,GlycaCure 50mg,Max Super Speciality 4,110,250,27500
TXN102676,2026-02-16,North,GlycaCure 50mg,Apollo Medical Center 4,121,250,30250
TXN107921,2026-02-16,West,GlycaCure 50mg,Apollo Medical Center 4,120,250,30000
TXN101106,2026-02-16,East,GlycaCure 50mg,Max Super Speciality 3,54,120,6480
TXN107067,2026-02-17,North,GlycaCure 50mg,Max Super Speciality 3,145,250,36250
TXN103222,2026-02-17,East,OncoShield 10mg,Apollo Medical Center 3,62,450,27900
TXN104201,2026-02-17,East,GlycaCure 50mg,Apollo Medical Center 1,16,250,4000
TXN102956,2026-02-17,Central,OncoShield 10mg,Max Super Speciality 3,27,450,12150
TXN105403,2026-02-17,East,GlycaCure 50mg,Fortis Healthcare 1,78,250,19500
TXN104383,2026-02-17,Central,OncoShield 10mg,Max Super Speciality 1,59,450,26550
TXN101744,2026-02-17,South,OncoShield 10mg,Fortis Healthcare 4,124,450,55800
TXN107507,2026-02-17,West,GlycaCure 50mg,Apollo Medical Center 4,56,250,14000
TXN109276,2026-02-17,North,GlycaCure 50mg,Max Super Speciality 4,141,120,16920
TXN103216,2026-02-17,South,OncoShield 10mg,Apollo Medical Center 2,140,450,63000
TXN105581,2026-02-17,North,GlycaCure 50mg,Max Super Speciality 1,13,120,1560
TXN108355,2026-02-17,North,GlycaCure 50mg,Fortis Healthcare 1,27,120,3240
TXN108865,2026-02-17,North,GlycaCure 50mg,Max Super Speciality 2,102,120,12240
TXN101560,2026-02-17,North,GlycaCure 50mg,Fortis Healthcare 4,143,120,17160
TXN107731,2026-02-17,Central,OncoShield 10mg,Max Super Speciality 2,54,450,24300
TXN103413,2026-02-17,East,OncoShield 10mg,Fortis Healthcare 3,76,450,34200
TXN109182,2026-02-17,East,OncoShield 10mg,Fortis Healthcare 5,80,450,36000
TXN101844,2026-02-17,North,OncoShield 10mg,Apollo Medical Center 2,137,450,61650
TXN101926,2026-02-17,West,OncoShield 10mg,Apollo Medical Center 3,78,450,35100
TXN100815,2026-02-17,South,GlycaCure 50mg,Fortis Healthcare 5,76,250,19000
TXN100418,2026-02-17,South,OncoShield 10mg,Max Super Speciality 3,83,450,37350
TXN107127,2026-02-17,North,GlycaCure 50mg,Fortis Healthcare 1,44,250,11000
TXN102362,2026-02-17,West,OncoShield 10mg,Apollo Medical Center 4,38,450,17100
TXN108751,2026-02-17,West,OncoShield 10mg,Apollo Medical Center 3,83,450,37350
TXN101629,2026-02-17,East,OncoShield 10mg,Fortis Healthcare 1,13,450,5850
TXN108946,2026-02-17,Central,GlycaCure 50mg,Fortis Healthcare 3,12,250,3000
TXN105952,2026-02-18,West,GlycaCure 50mg,Fortis Healthcare 5,48,120,5760
TXN106978,2026-02-18,Central,OncoShield 10mg,Apollo Medical Center 3,139,450,62550
TXN102191,2026-02-18,East,OncoShield 10mg,Apollo Medical Center 5,55,450,24750
TXN105595,2026-02-18,West,GlycaCure 50mg,Max Super Speciality 3,81,120,9720
TXN102248,2026-02-18,South,OncoShield 10mg,Apollo Medical Center 2,92,450,41400
TXN100257,2026-02-18,East,OncoShield 10mg,Fortis Healthcare 1,124,450,55800
TXN107291,2026-02-18,North,GlycaCure 50mg,Apollo Medical Center 2,102,120,12240
TXN102445,2026-02-18,West,OncoShield 10mg,Apollo Medical Center 1,57,450,25650
TXN101279,2026-02-18,East,GlycaCure 50mg,Fortis Healthcare 4,108,250,27000
TXN102179,2026-02-18,Central,GlycaCure 50mg,Max Super Speciality 1,70,120,8400
TXN108823,2026-02-18,North,GlycaCure 50mg,Apollo Medical Center 5,30,250,7500
TXN106710,2026-02-18,South,GlycaCure 50mg,Fortis Healthcare 5,67,250,16750
TXN102979,2026-02-18,North,OncoShield 10mg,Max Super Speciality 3,47,450,21150
TXN103766,2026-02-18,West,OncoShield 10mg,Max Super Speciality 3,53,450,23850
TXN108552,2026-02-18,Central,GlycaCure 50mg,Apollo Medical Center 2,76,250,19000
TXN101238,2026-02-19,Central,OncoShield 10mg,Apollo Medical Center 1,23,450,10350
TXN105477,2026-02-19,South,OncoShield 10mg,Max Super Speciality 2,126,450,56700
TXN100929,2026-02-19,North,GlycaCure 50mg,Apollo Medical Center 2,90,120,10800
TXN104962,2026-02-19,West,GlycaCure 50mg,Apollo Medical Center 2,108,120,12960
TXN100411,2026-02-19,Central,OncoShield 10mg,Max Super Speciality 5,34,450,15300
TXN102533,2026-02-19,Central,GlycaCure 50mg,Apollo Medical Center 2,102,250,25500
TXN102047,2026-02-19,North,OncoShield 10mg,Max Super Speciality 1,129,450,58050
TXN101438,2026-02-19,South,OncoShield 10mg,Max Super Speciality 4,59,450,26550
TXN103666,2026-02-19,Central,GlycaCure 50mg,Fortis Healthcare 2,112,120,13440
TXN101850,2026-02-19,South,OncoShield 10mg,Apollo Medical Center 5,114,450,51300
TXN102285,2026-02-19,North,OncoShield 10mg,Fortis Healthcare 1,135,450,60750
TXN101985,2026-02-19,North,GlycaCure 50mg,Apollo Medical Center 4,111,120,13320
TXN100385,2026-02-19,Central,GlycaCure 50mg,Fortis Healthcare 1,31,120,3720
TXN109866,2026-02-19,East,GlycaCure 50mg,Apollo Medical Center 4,127,250,31750
TXN101265,2026-02-19,North,GlycaCure 50mg,Fortis Healthcare 1,93,120,11160
TXN108897,2026-02-19,East,OncoShield 10mg,Max Super Speciality 5,124,450,55800
TXN107955,2026-02-19,Central,GlycaCure 50mg,Max Super Speciality 4,41,120,4920
TXN103569,2026-02-19,North,GlycaCure 50mg,Fortis Healthcare 4,39,120,4680
TXN107945,2026-02-19,South,GlycaCure 50mg,Apollo Medical Center 3,126,250,31500
TXN100057,2026-02-19,West,OncoShield 10mg,Apollo Medical Center 1,112,450,50400
TXN106592,2026-02-19,North,GlycaCure 50mg,Fortis Healthcare 2,19,250,4750
TXN103151,2026-02-19,East,GlycaCure 50mg,Apollo Medical Center 2,121,120,14520
TXN103690,2026-02-19,South,OncoShield 10mg,Max Super Speciality 3,131,450,58950
TXN100527,2026-02-19,East,OncoShield 10mg,Fortis Healthcare 1,22,450,9900
TXN105145,2026-02-19,North,OncoShield 10mg,Fortis Healthcare 1,65,450,29250
TXN108283,2026-02-19,Central,OncoShield 10mg,Fortis Healthcare 2,61,450,27450
TXN103850,2026-02-19,North,OncoShield 10mg,Fortis Healthcare 1,101,450,45450
TXN104812,2026-02-19,North,GlycaCure 50mg,Max Super Speciality 5,128,250,32000
TXN103765,2026-02-19,North,OncoShield 10mg,Apollo Medical Center 4,26,450,11700
TXN104440,2026-02-19,West,GlycaCure 50mg,Fortis Healthcare 4,97,120,11640
TXN100314,2026-02-19,North,OncoShield 10mg,Fortis Healthcare 3,103,450,46350
TXN102305,2026-02-19,Central,OncoShield 10mg,Fortis Healthcare 5,129,450,58050
TXN104728,2026-02-20,East,OncoShield 10mg,Fortis Healthcare 5,82,450,36900
TXN100571,2026-02-20,East,GlycaCure 50mg,Max Super Speciality 4,12,250,3000
TXN105042,2026-02-20,South,GlycaCure 50mg,Fortis Healthcare 2,16,250,4000
TXN102123,2026-02-20,West,GlycaCure 50mg,Apollo Medical Center 4,74,250,18500
TXN105190,2026-02-20,South,GlycaCure 50mg,Fortis Healthcare 5,123,250,30750
TXN107961,2026-02-20,South,OncoShield 10mg,Apollo Medical Center 3,69,450,31050
TXN106137,2026-02-20,North,OncoShield 10mg,Max Super Speciality 2,130,450,58500
TXN106652,2026-02-20,East,OncoShield 10mg,Max Super Speciality 3,82,450,36900
TXN101016,2026-02-20,North,OncoShield 10mg,Max Super Speciality 5,62,450,27900
TXN103596,2026-02-20,Central,OncoShield 10mg,Fortis Healthcare 1,70,450,31500
TXN100052,2026-02-20,North,OncoShield 10mg,Fortis Healthcare 2,112,450,50400
TXN107484,2026-02-20,South,OncoShield 10mg,Fortis Healthcare 5,29,450,13050
TXN103255,2026-02-20,East,OncoShield 10mg,Fortis Healthcare 3,25,450,11250
TXN107599,2026-02-20,North,OncoShield 10mg,Max Super Speciality 4,82,450,36900
TXN103026,2026-02-20,East,GlycaCure 50mg,Apollo Medical Center 4,88,250,22000
TXN106944,2026-02-20,North,GlycaCure 50mg,Max Super Speciality 5,146,120,17520
TXN104017,2026-02-20,Central,GlycaCure 50mg,Max Super Speciality 3,21,250,5250
TXN109669,2026-02-20,South,OncoShield 10mg,Max Super Speciality 1,117,450,52650
TXN103137,2026-02-20,Central,GlycaCure 50mg,Fortis Healthcare 1,74,120,8880
TXN107900,2026-02-20,South,GlycaCure 50mg,Max Super Speciality 5,84,250,21000
TXN107468,2026-02-21,South,GlycaCure 50mg,Apollo Medical Center 2,97,250,24250
TXN107505,2026-02-21,South,OncoShield 10mg,Fortis Healthcare 3,31,450,13950
TXN104318,2026-02-21,Central,OncoShield 10mg,Fortis Healthcare 4,32,450,14400
TXN101978,2026-02-21,West,OncoShield 10mg,Apollo Medical Center 2,133,450,59850
TXN104346,2026-02-21,Central,OncoShield 10mg,Fortis Healthcare 3,129,450,58050
TXN105560,2026-02-21,North,GlycaCure 50mg,Fortis Healthcare 3,60,250,15000
TXN105742,2026-02-21,West,OncoShield 10mg,Max Super Speciality 5,113,450,50850
TXN104054,2026-02-21,South,OncoShield 10mg,Apollo Medical Center 3,86,450,38700
TXN104358,2026-02-21,Central,OncoShield 10mg,Apollo Medical Center 1,53,450,23850
TXN102391,2026-02-21,East,GlycaCure 50mg,Fortis Healthcare 2,56,250,14000
TXN109409,2026-02-21,East,OncoShield 10mg,Max Super Speciality 1,147,450,66150
TXN107097,2026-02-21,South,OncoShield 10mg,Max Super Speciality 5,41,450,18450
TXN106149,2026-02-21,West,GlycaCure 50mg,Max Super Speciality 1,24,250,6000
TXN102587,2026-02-21,South,OncoShield 10mg,Apollo Medical Center 5,84,450,37800
TXN101513,2026-02-21,South,OncoShield 10mg,Apollo Medical Center 4,44,450,19800
TXN106988,2026-02-21,West,GlycaCure 50mg,Apollo Medical Center 3,141,250,35250
TXN105026,2026-02-21,West,GlycaCure 50mg,Max Super Speciality 3,133,120,15960
TXN107172,2026-02-21,Central,GlycaCure 50mg,Max Super Speciality 3,78,250,19500
TXN106184,2026-02-21,North,GlycaCure 50mg,Apollo Medical Center 3,85,120,10200
TXN101453,2026-02-21,West,GlycaCure 50mg,Max Super Speciality 4,67,250,16750
TXN103319,2026-02-21,North,GlycaCure 50mg,Max Super Speciality 1,35,120,4200
TXN108945,2026-02-21,East,GlycaCure 50mg,Max Super Speciality 3,91,250,22750
TXN101243,2026-02-21,South,GlycaCure 50mg,Max Super Speciality 3,116,120,13920
TXN109628,2026-02-21,Central,OncoShield 10mg,Fortis Healthcare 2,28,450,12600
TXN109846,2026-02-21,North,OncoShield 10mg,Fortis Healthcare 3,59,450,26550
TXN102432,2026-02-21,Central,GlycaCure 50mg,Apollo Medical Center 1,99,250,24750
TXN103269,2026-02-22,West,OncoShield 10mg,Apollo Medical Center 2,54,450,24300
TXN106425,2026-02-22,East,GlycaCure 50mg,Max Super Speciality 5,93,250,23250
TXN100253,2026-02-22,West,GlycaCure 50mg,Fortis Healthcare 3,130,120,15600
TXN103166,2026-02-22,North,OncoShield 10mg,Max Super Speciality 5,16,450,7200
TXN105522,2026-02-22,Central,OncoShield 10mg,Apollo Medical Center 3,79,450,35550
TXN108050,2026-02-22,East,OncoShield 10mg,Apollo Medical Center 3,15,450,6750
TXN105938,2026-02-22,South,GlycaCure 50mg,Max Super Speciality 4,87,120,10440
TXN107130,2026-02-22,North,GlycaCure 50mg,Max Super Speciality 2,96,250,24000
TXN102435,2026-02-22,North,OncoShield 10mg,Max Super Speciality 5,41,450,18450
TXN104740,2026-02-22,West,OncoShield 10mg,Max Super Speciality 5,93,450,41850
TXN105953,2026-02-22,East,OncoShield 10mg,Apollo Medical Center 4,111,450,49950
TXN101035,2026-02-22,Central,OncoShield 10mg,Apollo Medical Center 1,30,450,13500
TXN105361,2026-02-22,North,OncoShield 10mg,Max Super Speciality 3,112,450,50400
TXN100728,2026-02-22,North,OncoShield 10mg,Apollo Medical Center 1,44,450,19800
TXN103888,2026-02-22,North,GlycaCure 50mg,Max Super Speciality 5,130,250,32500
TXN101587,2026-02-22,Central,GlycaCure 50mg,Max Super Speciality 4,121,250,30250
TXN101806,2026-02-22,North,GlycaCure 50mg,Fortis Healthcare 4,130,250,32500
TXN101156,2026-02-22,Central,GlycaCure 50mg,Max Super Speciality 2,29,120,3480
TXN108669,2026-02-22,Central,OncoShield 10mg,Max Super Speciality 4,53,450,23850
TXN102963,2026-02-22,West,OncoShield 10mg,Max Super Speciality 3,130,450,58500
TXN103486,2026-02-22,South,GlycaCure 50mg,Max Super Speciality 4,36,250,9000
TXN109162,2026-02-22,Central,GlycaCure 50mg,Apollo Medical Center 1,54,120,6480
TXN108466,2026-02-22,North,OncoShield 10mg,Apollo Medical Center 1,136,450,61200
TXN109390,2026-02-22,North,GlycaCure 50mg,Apollo Medical Center 1,57,120,6840
TXN102119,2026-02-22,North,GlycaCure 50mg,Apollo Medical Center 2,99,250,24750
TXN101377,2026-02-22,North,OncoShield 10mg,Apollo Medical Center 4,32,450,14400
TXN107090,2026-02-22,East,GlycaCure 50mg,Max Super Speciality 2,68,250,17000
TXN100113,2026-02-23,South,OncoShield 10mg,Fortis Healthcare 1,132,450,59400
TXN107110,2026-02-23,South,OncoShield 10mg,Max Super Speciality 4,61,450,27450
TXN103164,2026-02-23,South,GlycaCure 50mg,Apollo Medical Center 1,28,120,3360
TXN100552,2026-02-23,North,OncoShield 10mg,Apollo Medical Center 4,46,450,20700
TXN105198,2026-02-23,West,GlycaCure 50mg,Apollo Medical Center 3,140,120,16800
TXN107586,2026-02-23,North,GlycaCure 50mg,Apollo Medical Center 1,102,120,12240
TXN101932,2026-02-23,Central,GlycaCure 50mg,Max Super Speciality 1,113,120,13560
TXN102621,2026-02-23,North,OncoShield 10mg,Apollo Medical Center 5,111,450,49950
TXN104912,2026-02-23,South,GlycaCure 50mg,Fortis Healthcare 3,68,250,17000
TXN104874,2026-02-23,East,GlycaCure 50mg,Fortis Healthcare 2,70,120,8400
TXN109870,2026-02-23,North,GlycaCure 50mg,Apollo Medical Center 2,121,120,14520
TXN108976,2026-02-23,East,GlycaCure 50mg,Apollo Medical Center 2,32,250,8000
TXN106430,2026-02-23,West,OncoShield 10mg,Apollo Medical Center 3,69,450,31050
TXN100772,2026-02-23,North,GlycaCure 50mg,Max Super Speciality 4,124,120,14880
TXN103221,2026-02-23,West,GlycaCure 50mg,Fortis Healthcare 2,57,250,14250
TXN101359,2026-02-23,West,OncoShield 10mg,Max Super Speciality 2,32,450,14400
TXN107043,2026-02-23,East,OncoShield 10mg,Max Super Speciality 2,12,450,5400
TXN101446,2026-02-23,East,GlycaCure 50mg,Fortis Healthcare 3,119,120,14280
TXN103805,2026-02-23,East,OncoShield 10mg,Apollo Medical Center 5,91,450,40950
TXN106064,2026-02-23,West,GlycaCure 50mg,Apollo Medical Center 2,18,250,4500
TXN104970,2026-02-23,Central,GlycaCure 50mg,Apollo Medical Center 5,79,120,9480
TXN102964,2026-02-23,East,GlycaCure 50mg,Fortis Healthcare 1,131,120,15720
TXN109391,2026-02-23,North,GlycaCure 50mg,Max Super Speciality 1,42,120,5040
TXN100198,2026-02-23,East,OncoShield 10mg,Fortis Healthcare 2,133,450,59850
TXN103282,2026-02-23,South,GlycaCure 50mg,Max Super Speciality 3,130,120,15600
TXN103337,2026-02-23,Central,GlycaCure 50mg,Max Super Speciality 2,72,250,18000
TXN100510,2026-02-23,North,GlycaCure 50mg,Max Super Speciality 1,38,250,9500
TXN105936,2026-02-23,South,GlycaCure 50mg,Apollo Medical Center 2,46,120,5520
TXN107758,2026-02-23,South,GlycaCure 50mg,Apollo Medical Center 4,104,120,12480
TXN102978,2026-02-23,North,OncoShield 10mg,Max Super Speciality 2,16,450,7200
TXN104612,2026-02-24,East,OncoShield 10mg,Apollo Medical Center 3,88,450,39600
TXN101580,2026-02-24,South,OncoShield 10mg,Apollo Medical Center 4,97,450,43650
TXN102277,2026-02-24,East,OncoShield 10mg,Fortis Healthcare 1,27,450,12150
TXN102087,2026-02-24,South,GlycaCure 50mg,Fortis Healthcare 5,41,250,10250
TXN104831,2026-02-24,East,GlycaCure 50mg,Max Super Speciality 4,23,120,2760
TXN105149,2026-02-24,South,GlycaCure 50mg,Apollo Medical Center 1,33,120,3960
TXN107698,2026-02-24,North,OncoShield 10mg,Apollo Medical Center 5,12,450,5400
TXN100426,2026-02-24,East,OncoShield 10mg,Max Super Speciality 2,59,450,26550
TXN105966,2026-02-24,Central,GlycaCure 50mg,Apollo Medical Center 2,10,120,1200
TXN103638,2026-02-24,West,GlycaCure 50mg,Max Super Speciality 4,97,250,24250
TXN105246,2026-02-24,East,OncoShield 10mg,Fortis Healthcare 2,35,450,15750
TXN105165,2026-02-24,North,OncoShield 10mg,Fortis Healthcare 2,77,450,34650
TXN106603,2026-02-24,North,OncoShield 10mg,Apollo Medical Center 5,39,450,17550
TXN102593,2026-02-24,East,OncoShield 10mg,Fortis Healthcare 3,52,450,23400
TXN105411,2026-02-24,Central,OncoShield 10mg,Apollo Medical Center 2,89,450,40050
TXN101640,2026-02-24,East,OncoShield 10mg,Fortis Healthcare 1,63,450,28350
TXN106223,2026-02-24,South,OncoShield 10mg,Max Super Speciality 1,115,450,51750
TXN102643,2026-02-24,West,OncoShield 10mg,Fortis Healthcare 5,48,450,21600
TXN104776,2026-02-24,South,GlycaCure 50mg,Fortis Healthcare 1,71,120,8520
TXN101498,2026-02-24,South,OncoShield 10mg,Max Super Speciality 4,81,450,36450
TXN108372,2026-02-24,Central,GlycaCure 50mg,Max Super Speciality 2,79,250,19750
TXN104739,2026-02-24,Central,OncoShield 10mg,Apollo Medical Center 3,34,450,15300
TXN107020,2026-02-24,West,GlycaCure 50mg,Max Super Speciality 5,52,250,13000
TXN108323,2026-02-24,South,OncoShield 10mg,Fortis Healthcare 1,54,450,24300
TXN103007,2026-02-24,North,GlycaCure 50mg,Fortis Healthcare 3,66,120,7920
TXN108183,2026-02-25,Central,GlycaCure 50mg,Apollo Medical Center 3,19,250,4750
TXN104226,2026-02-25,South,OncoShield 10mg,Max Super Speciality 4,53,450,23850
TXN105082,2026-02-25,South,GlycaCure 50mg,Max Super Speciality 4,14,250,3500
TXN102944,2026-02-25,North,OncoShield 10mg,Max Super Speciality 3,35,450,15750
TXN105989,2026-02-25,South,OncoShield 10mg,Fortis Healthcare 4,21,450,9450
TXN106854,2026-02-25,West,OncoShield 10mg,Max Super Speciality 4,72,450,32400
TXN103114,2026-02-25,South,OncoShield 10mg,Max Super Speciality 2,87,450,39150
TXN105618,2026-02-25,South,GlycaCure 50mg,Max Super Speciality 2,72,250,18000
TXN102399,2026-02-25,North,OncoShield 10mg,Max Super Speciality 4,76,450,34200
TXN101706,2026-02-25,North,OncoShield 10mg,Fortis Healthcare 4,145,450,65250
TXN100073,2026-02-25,Central,GlycaCure 50mg,Max Super Speciality 3,13,120,1560
TXN106484,2026-02-25,East,GlycaCure 50mg,Max Super Speciality 1,10,250,2500
TXN106573,2026-02-25,Central,OncoShield 10mg,Fortis Healthcare 1,65,450,29250
TXN102841,2026-02-25,Central,OncoShield 10mg,Fortis Healthcare 3,69,450,31050
TXN108562,2026-02-25,Central,OncoShield 10mg,Fortis Healthcare 2,109,450,49050
TXN109779,2026-02-25,Central,GlycaCure 50mg,Apollo Medical Center 3,84,120,10080
TXN108149,2026-02-25,East,GlycaCure 50mg,Max Super Speciality 5,98,120,11760
TXN109456,2026-02-25,West,GlycaCure 50mg,Fortis Healthcare 2,67,120,8040
TXN109026,2026-02-25,South,GlycaCure 50mg,Fortis Healthcare 2,61,120,7320
TXN101459,2026-02-25,Central,GlycaCure 50mg,Max Super Speciality 4,137,250,34250
TXN109305,2026-02-25,East,OncoShield 10mg,Apollo Medical Center 5,19,450,8550
TXN101038,2026-02-25,South,OncoShield 10mg,Apollo Medical Center 4,53,450,23850
TXN109936,2026-02-25,West,OncoShield 10mg,Fortis Healthcare 4,96,450,43200
TXN109768,2026-02-25,Central,GlycaCure 50mg,Max Super Speciality 4,133,250,33250
TXN101975,2026-02-25,East,OncoShield 10mg,Fortis Healthcare 4,18,450,8100
TXN105528,2026-02-25,Central,GlycaCure 50mg,Fortis Healthcare 3,48,250,12000
TXN107600,2026-02-26,East,GlycaCure 50mg,Fortis Healthcare 3,139,250,34750
TXN105472,2026-02-26,Central,GlycaCure 50mg,Max Super Speciality 1,121,250,30250
TXN102139,2026-02-26,West,OncoShield 10mg,Max Super Speciality 3,91,450,40950
TXN109894,2026-02-26,South,GlycaCure 50mg,Fortis Healthcare 1,114,250,28500
TXN109616,2026-02-26,West,OncoShield 10mg,Max Super Speciality 3,119,450,53550
TXN108682,2026-02-26,East,OncoShield 10mg,Fortis Healthcare 5,122,450,54900
TXN109636,2026-02-26,South,GlycaCure 50mg,Max Super Speciality 4,11,250,2750
TXN108048,2026-02-26,Central,GlycaCure 50mg,Fortis Healthcare 1,61,250,15250
TXN101726,2026-02-26,North,OncoShield 10mg,Max Super Speciality 5,54,450,24300
TXN102602,2026-02-26,North,GlycaCure 50mg,Apollo Medical Center 1,55,120,6600
TXN102204,2026-02-26,Central,OncoShield 10mg,Max Super Speciality 3,136,450,61200
TXN105192,2026-02-26,East,GlycaCure 50mg,Fortis Healthcare 2,48,120,5760
TXN109955,2026-02-26,North,OncoShield 10mg,Max Super Speciality 3,29,450,13050
TXN109412,2026-02-26,Central,OncoShield 10mg,Max Super Speciality 3,136,450,61200
